city_id,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
383,arlit,89,NE,1595296278,26,18.74,7.39,91.49,4.32
384,luderitz,0,NA,1595296056,33,-26.65,15.16,62.6,5.82
385,mathathane,0,BW,1595296279,87,-22.27,28.75,44.58,1.9
386,jinka,86,ET,1595296279,78,5.65,36.65,64.31,1.66
387,muyezerskiy,90,RU,1595296137,81,63.93,31.65,60.62,1.34
388,kultuk,4,RU,1595296279,54,51.72,103.7,66.07,4.0
389,honiara,75,SB,1595296280,70,-9.43,159.95,86.0,5.82
390,along,100,IN,1595296280,90,28.17,94.77,74.03,1.54
391,de-kastri,100,RU,1595296280,84,51.47,140.78,62.46,11.39
392,nanortalik,34,GL,1595296118,67,60.14,-45.24,47.28,1.43
393,charters towers,100,AU,1595296280,41,-20.1,146.27,71.35,8.97
394,ketrzyn,54,PL,1595296281,95,54.08,21.38,57.72,7.38
395,san patricio,20,MX,1595296122,74,19.22,-104.7,86.0,20.8
396,taloqan,74,AF,1595296005,21,36.74,69.53,83.84,2.01
397,luwuk,2,ID,1595296281,62,-0.95,122.79,84.94,4.88
398,van wert,1,US,1595296282,69,40.87,-84.58,75.99,4.16
399,sitka,90,US,1595296137,93,57.05,-135.33,55.4,5.82
400,kashira,20,RU,1595296282,87,54.84,38.17,59.0,8.95
401,mecca,100,SA,1595296282,44,21.43,39.83,86.99,4.45
402,partizanskoye,97,RU,1595296283,77,55.5,94.39,65.88,1.97
403,cocobeach,20,GA,1595296283,83,1.0,9.58,77.0,5.82
404,tshane,0,BW,1595296283,51,-24.02,21.87,45.3,8.63
405,ouahigouya,23,BF,1595296283,64,13.58,-2.42,82.29,11.43
406,lyubashivka,0,UA,1595296284,90,47.84,30.26,60.24,7.54
407,severodvinsk,0,RU,1595296143,82,64.56,39.83,57.2,2.24
408,elko,0,US,1595296284,6,41.0,-115.5,93.0,8.99
409,birao,7,CF,1595296284,94,10.28,22.79,69.01,4.09
410,bilibino,15,RU,1595296122,26,68.05,166.44,74.79,3.24
411,porto novo,80,BJ,1595296208,90,6.5,2.6,75.27,5.39
412,santa maria,95,BR,1595296285,68,-29.68,-53.81,71.6,3.36
413,yangambi,98,CD,1595296285,82,0.81,24.43,71.22,1.39
414,inuvik,75,CA,1595296119,66,68.35,-133.72,50.0,11.41
415,sao filipe,47,CV,1595296074,82,14.9,-24.5,76.12,9.4
416,kayes,100,ML,1595296286,82,14.0,-11.0,78.8,2.01
417,san jose,40,US,1595295904,56,37.34,-121.89,73.4,14.99
418,woodstock,75,CA,1595296286,73,43.13,-80.75,71.6,6.93
419,florianopolis,0,BR,1595296287,93,-27.61,-48.5,66.2,9.17
420,ipixuna,40,BR,1595296287,94,-1.76,-48.8,75.2,5.82
421,broken hill,89,AU,1595295859,62,-31.95,141.43,51.8,14.99
422,karachi,75,PK,1595296151,84,24.91,67.08,86.0,11.41
423,beringovskiy,100,RU,1595296041,77,63.05,179.32,46.78,11.65
424,ramnagar,9,IN,1595296288,60,29.4,79.12,82.15,2.28
425,kashi,100,CN,1595296152,26,39.45,75.98,71.6,6.71
426,itoman,40,JP,1595296288,83,26.12,127.67,89.01,4.7
427,aksay,39,RU,1595296288,72,47.26,39.87,66.2,8.95
428,sola,100,VU,1595296079,88,-13.88,167.55,82.4,3.36
429,suntar,100,RU,1595296289,96,62.14,117.63,61.88,4.47
430,tumaco,100,CO,1595296289,88,1.8,-78.82,75.79,11.03
431,smithers,90,CA,1595296289,93,54.78,-127.17,60.8,2.24
432,oxford,0,GB,1595296289,87,51.75,-1.26,51.01,1.12
433,ternate,85,ID,1595296290,66,0.8,127.4,84.16,2.89
434,chester,1,US,1595296290,51,40.13,-75.87,84.2,6.93
435,sabha,0,LY,1595296290,35,27.04,14.43,80.44,15.39
436,denton,75,US,1595296290,46,33.2,-97.13,91.4,10.29
437,greenville,40,US,1595296152,69,35.61,-77.37,82.4,12.75
438,simdega,100,IN,1595296291,81,22.62,84.52,78.78,6.96
439,bilma,42,NE,1595296148,31,18.69,12.92,87.73,6.64
440,bairiki,75,KI,1595296291,70,1.33,172.98,86.0,4.7
441,gravdal,93,NO,1595296065,76,68.12,13.5,52.74,4.18
442,cap malheureux,86,MU,1595296292,55,-19.98,57.61,70.0,5.99
443,guadalupe victoria,5,MX,1595296292,5,32.29,-115.11,114.01,6.93
444,ilulissat,100,GL,1595296065,50,69.22,-51.1,51.8,1.12
445,copiapo,100,CL,1595296292,81,-27.37,-70.33,51.8,2.24
446,hengshui,100,CN,1595296293,47,37.73,115.7,85.78,11.86
447,kolosovka,0,RU,1595296293,78,56.47,73.61,57.69,11.95
448,termini imerese,0,IT,1595296293,71,37.98,13.7,75.0,1.99
449,new glasgow,3,CA,1595296293,89,45.58,-62.65,71.01,3.0
450,alyangula,75,AU,1595296294,73,-13.85,136.42,75.2,5.82
451,tha mai,100,TH,1595296294,73,12.62,102.0,83.53,4.65
452,coos bay,90,US,1595296141,87,43.37,-124.22,75.0,16.11
453,korla,99,CN,1595296121,74,41.76,86.15,73.0,3.74
454,gandai,100,IN,1595296294,69,21.67,81.1,82.81,10.67
455,muros,1,ES,1595296295,76,42.78,-9.06,66.99,7.0
456,corinto,0,GR,1595296295,58,37.94,22.96,77.0,1.01
457,kuching,20,MY,1595296295,83,1.55,110.33,82.4,2.24
458,mattru,100,SL,1595296295,98,7.62,-11.83,72.9,4.36
459,klaksvik,6,FO,1595296049,100,62.23,-6.59,46.4,7.25
460,cairns,90,AU,1595296100,73,-16.92,145.77,73.4,8.05
461,karaton,20,ID,1595296296,66,-6.34,106.1,86.0,6.93
462,impfondo,94,CG,1595296296,93,1.64,18.07,69.67,1.3
463,kayerkan,90,RU,1595296296,100,69.35,87.76,51.8,11.18
464,marawi,20,PH,1595296055,84,8.0,124.29,81.0,10.0
465,praia da vitoria,75,PT,1595296297,73,38.73,-27.07,71.6,4.14
466,barsovo,0,RU,1595296297,63,61.17,73.17,62.6,6.71
467,saint-joseph,90,RE,1595296070,63,-21.37,55.62,64.4,5.82
468,prince rupert,90,CA,1595296042,100,54.32,-130.32,60.8,8.05
469,nome,90,US,1595295811,81,64.5,-165.41,55.99,12.75
470,magdagachi,24,RU,1595296298,50,53.45,125.8,68.23,11.56
471,portland,20,US,1595295727,28,45.52,-122.68,93.2,10.29
472,pangai,20,TO,1595296160,83,-19.8,-174.35,78.8,4.7
473,kieta,5,PG,1595296135,72,-6.22,155.63,84.49,7.96
474,fort nelson,75,CA,1595296299,60,58.81,-122.7,73.4,3.36
475,diamantino,20,BR,1595296299,47,-14.41,-56.45,72.19,5.86
476,flin flon,44,CA,1595296113,48,54.77,-101.86,69.12,6.49
477,bonavista,100,CA,1595296300,91,48.65,-53.11,59.49,15.84
478,brae,97,GB,1595296113,81,60.4,-1.35,51.8,9.17
479,calabozo,100,VE,1595296300,96,8.92,-67.43,73.58,2.35
480,pyay,100,MM,1595296300,85,18.82,95.22,80.78,3.27
481,invermere,6,CA,1595296300,31,50.52,-116.04,80.01,1.01
482,torrijos,0,ES,1595296301,44,39.98,-4.28,84.0,5.82
483,kodinsk,47,RU,1595296124,43,58.69,99.18,68.41,2.55
484,stockholm,5,SE,1595296301,87,59.33,18.06,57.99,4.7
485,slantsy,31,RU,1595296301,87,59.12,28.09,57.94,2.44
486,sambava,0,MG,1595296302,79,-14.27,50.17,67.69,13.42
487,rabat,90,MA,1595296302,83,33.99,-6.84,73.99,12.75
488,olinda,75,BR,1595295962,65,-8.01,-34.86,78.8,11.41
489,vestmannaeyjar,0,IS,1595296126,70,63.44,-20.27,49.37,2.17
490,plettenberg bay,0,ZA,1595296302,49,-34.05,23.37,59.7,7.16
491,chivilcoy,100,AR,1595296303,99,-34.9,-60.02,55.99,1.99
492,luanda,20,AO,1595296303,94,-8.84,13.23,69.8,3.36
493,puli,40,TW,1595296303,66,23.97,120.97,91.0,3.36
494,ilhabela,0,BR,1595296199,58,-23.78,-45.36,68.83,3.76
495,coquimbo,90,CL,1595296039,87,-29.95,-71.34,53.6,0.94
496,manokwari,100,ID,1595296304,77,-0.87,134.08,81.0,3.44
497,tongliao,31,CN,1595296304,19,43.61,122.27,84.92,5.55
498,presidencia roque saenz pena,100,AR,1595296015,56,-26.79,-60.44,75.06,7.7
499,kimberley,0,ZA,1595296304,43,-28.73,24.76,33.8,3.36
500,vyshkov,88,RU,1595296305,77,52.48,31.69,60.8,8.95
501,uvira,47,CD,1595296305,55,-3.41,29.15,72.68,2.48
502,tari,12,NG,1595296305,76,12.41,4.49,79.72,12.66
503,uruzgan,0,AF,1595296305,27,32.83,66.0,66.74,7.94
504,nantucket,90,US,1595296065,94,41.28,-70.1,72.0,10.29
505,kurchum,100,KZ,1595296306,36,48.57,83.65,81.25,2.82
506,tarauaca,7,BR,1595296306,86,-8.16,-70.77,73.09,0.83
507,muravlenko,91,RU,1595296162,69,63.79,74.52,57.36,9.33
508,eyl,89,SO,1595296051,54,7.98,49.82,79.36,27.02
509,carnot,92,CF,1595296307,93,4.94,15.87,67.17,1.41
510,san vicente,43,AR,1595296307,80,-26.62,-54.13,61.3,3.96
511,omboue,93,GA,1595296052,87,-1.57,9.26,71.38,5.77
512,belaya gora,42,RU,1595296307,29,68.53,146.42,85.77,9.95
513,praia,20,CV,1595296308,78,14.92,-23.51,78.8,5.82
514,diebougou,6,BF,1595296308,93,10.97,-3.25,72.91,1.16
515,batemans bay,0,AU,1595296261,49,-35.72,150.18,60.01,1.01
516,san juan,8,AR,1595296308,64,-31.54,-68.54,49.82,12.03
517,sur,100,OM,1595296038,66,22.57,59.53,86.36,9.64
518,rio gallegos,4,AR,1595296134,92,-51.62,-69.22,17.6,3.36
519,andros town,75,BS,1595296309,74,24.7,-77.77,82.4,10.29
520,moron,90,AR,1595296287,100,-34.65,-58.62,57.99,5.82
521,asfi,8,MA,1595296309,87,32.3,-9.24,68.34,6.91
522,kaniama,0,CD,1595296310,44,-7.57,24.18,58.59,3.91
523,funtua,92,NG,1595296310,90,11.52,7.31,69.66,9.69
524,saint-francois,77,FR,1595296100,64,46.42,3.91,68.0,3.36
525,dakar,40,SN,1595296057,88,14.69,-17.44,80.6,9.17
526,san pedro de macoris,40,DO,1595296311,83,18.46,-69.3,80.6,4.7
527,kuvshinovo,94,RU,1595296311,93,57.03,34.17,55.33,4.29
528,olean,1,US,1595296200,72,42.08,-78.43,69.01,2.95
529,locri,20,IT,1595296311,88,38.24,16.26,75.2,4.7
530,talaya,0,RU,1595296311,35,61.38,152.75,71.42,5.59
531,morehead,1,US,1595296312,100,37.27,-87.18,72.0,2.04
532,ampanihy,0,MG,1595296312,89,-24.7,44.75,53.78,4.52
533,bogoslovka,1,RU,1595296312,89,53.21,44.8,58.05,5.32
534,benalla,0,AU,1595296312,87,-36.55,145.98,54.0,1.12
535,shache,100,CN,1595296313,18,38.42,77.24,82.11,14.61
536,belmonte,20,BR,1595296164,73,-15.86,-38.88,75.2,10.29
537,verdun,0,FR,1595296313,82,49.25,5.33,55.0,1.01
538,beni,76,CD,1595296313,100,0.5,29.47,61.11,1.63
539,alta floresta,0,BR,1595296314,50,-9.88,-56.09,72.21,4.63
540,boyolangu,88,ID,1595296314,79,-8.12,111.89,79.38,7.87
541,ballitoville,0,ZA,1595296314,76,-29.54,31.21,48.2,2.24
542,tezu,100,IN,1595296138,88,27.92,96.17,75.07,0.47
543,hun,0,LY,1595296171,74,29.13,15.95,70.41,4.29
544,axim,100,GH,1595296079,92,4.87,-2.24,75.09,5.75
545,stromness,54,GB,1595296315,93,58.97,-3.3,50.0,5.82
546,bandarbeyla,90,SO,1595296049,60,9.49,50.81,78.89,25.64
547,nytva,75,RU,1595296315,100,57.94,55.33,57.2,8.95
548,mucurici,3,BR,1595296316,96,-18.09,-40.52,65.8,3.6
